사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2023-11,분당선,1860,이매,67,4,2537,916,6180,3586,16213,9712,17759,17799,12306,8041,10416,6631,9623,6141,9809,7142,8652,7604,8862,7759,9988,8750,15545,10547,13423,12944,14120,16756,6563,13097,4979,8315,4718,7438,3287,8092,763,4399,54,865,0,0,0,0,0,0
2023-11,분당선,1861,보정,84,1,1151,184,3945,1538,9907,2935,11185,7464,7566,2429,5512,1722,4719,1974,4001,2386,3635,2652,3430,3050,4029,4265,4907,5168,5266,6465,4201,7086,1712,6805,1541,4431,1309,3893,1045,3805,438,2502,5,144,0,0,0,0,0,0
2023-11,분당선,1862,죽전,1658,6,5471,1076,17610,7551,45270,17192,41975,31117,25708,29003,19271,22979,18194,21407,19944,21713,20364,21649,20644,22764,23149,23540,28663,28830,33841,36760,35960,51454,22672,42266,25593,25750,14231,22312,9773,20214,3109,14995,6,7256,0,0,0,0,0,0
2023-11,분당선,1863,구성,129,2,2756,448,8802,2498,23402,4552,23889,7384,14059,3737,9897,3331,7942,4285,7039,4532,6492,5345,5984,6175,5945,8177,6619,9068,7813,16602,6082,21925,3408,18929,2526,11751,2020,8775,1600,9557,564,5837,6,371,0,0,0,0,0,0
2023-11,분당선,1864,신갈,118,0,2997,257,9949,1365,21536,2447,22457,7056,12742,4479,8831,3680,7806,4215,7144,5057,6948,6047,6365,6406,6728,7660,7408,8889,6439,13130,5643,18936,2606,15636,1912,10460,1743,8128,1386,8740,502,5096,14,322,0,0,0,0,0,0
2023-11,분당선,1865,기흥,295,16,6201,781,16011,4854,40488,14195,41772,30154,22066,13350,14804,10721,14462,11746,14304,9923,13750,12827,14702,11817,14496,12867,17881,16159,24953,24172,25445,37862,14292,32208,10482,18691,9100,14848,6900,14832,2508,9367,50,928,1,0,0,0,0,0
2023-11,분당선,1866,상갈,72,1,3320,684,9375,2763,21549,6903,23632,10520,13861,5802,9781,4478,8486,4868,7713,4736,7075,7062,6287,6457,7224,7855,8256,10971,11769,14509,11283,19346,5812,15547,4074,11097,3107,10173,2030,8984,763,5281,8,660,0,0,0,0,0,0
2023-11,분당선,1867,청명,45,1,2828,956,8466,2288,20727,6128,21755,10755,10330,4199,6346,3758,5691,3792,5856,4702,5633,4964,5233,5409,6505,6204,7178,7978,8326,12074,10451,17663,4391,14095,2999,9226,2460,7917,2069,7238,633,4083,11,431,0,0,0,0,0,0
2023-11,분당선,1868,영통,75,1,2976,1811,8653,5091,19820,10365,22858,27992,12049,18300,9974,13701,10713,12303,12645,13369,13560,14406,13254,13403,15996,13944,20615,15727,25478,23915,27470,29700,14832,20443,12929,13192,14029,11858,14030,11021,4673,6761,126,582,0,0,0,0,0,0
2023-11,분당선,1869,망포,92,1,6053,3573,24296,10438,62004,26365,59154,46344,28064,19312,17972,10314,16102,10285,17301,12786,15400,13572,15375,13458,17368,18320,22470,23093,37604,36505,47462,55077,23072,49526,17428,30485,14267,22759,11837,20540,4035,12995,172,1191,0,0,0,0,0,0
2023-11,분당선,1870,매탄권선,47,2,4355,859,11436,3098,24112,5575,24397,14304,12373,5799,7931,3703,7540,3585,7480,4905,6585,5332,6049,4961,6864,7111,9256,9655,11204,14434,9453,23734,5160,16837,3755,10629,3370,8837,2555,8792,833,5370,25,704,0,0,0,0,0,0
2023-11,분당선,1871,수원시청,220,3,6394,1847,13089,6802,33445,17796,34723,54675,17187,36876,13574,18535,15497,16230,17979,19368,17266,19803,18066,17170,22819,18337,29741,22105,32589,38115,44573,53385,22206,38193,19905,23679,22646,16267,17260,15437,6906,9580,246,1187,1,2,0,0,0,0
2023-11,분당선,1872,매교,435,1,4740,495,10959,1972,23614,4914,23791,15243,10872,5171,7048,3746,6254,4436,6663,5307,5890,5082,5691,5841,6105,6684,8575,9150,11457,15659,7518,21038,4040,15911,3102,10303,2949,8282,2226,7363,678,4220,31,588,0,0,0,0,0,0
2023-11,일산선,1948,원흥,253,12,7468,561,18804,4307,50062,6945,54173,16244,29941,10723,20757,7928,17710,9047,17424,10616,16242,12015,14176,14273,13950,17049,14479,20964,17114,29498,18312,40260,8396,39177,7088,24710,6172,21722,4683,19728,2096,12072,348,2739,2,2,0,0,0,0
2023-11,일산선,1949,지축,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,일산선,1950,삼송,693,6,9552,1331,33319,6845,86799,15775,84684,29802,44894,19942,31379,16399,27244,17356,26926,21392,26242,24206,23303,25328,24396,30366,28939,35162,32230,50364,31840,71807,18979,65253,14472,37366,12675,34726,12802,27987,3417,15106,517,3428,0,0,0,0,0,0
2023-11,일산선,1951,원당,194,3,9209,1111,20911,7186,47256,9070,47558,14642,27996,9760,21166,9165,18374,10578,18690,11850,17201,12272,15243,14925,14787,17419,17155,22820,17897,28151,16059,39368,8044,34168,5833,22889,4682,19115,3077,17539,957,10569,94,2074,0,3,0,0,0,0
2023-11,일산선,1952,화정,136,4,12006,1478,26465,7439,58225,12977,58016,32534,35542,23043,28935,19780,26900,20779,27428,22769,28376,25232,26472,27468,28049,32661,30002,36707,32939,46842,29629,62318,16060,51031,14475,31393,13550,26891,12099,25137,4518,14474,569,3482,2,3,0,0,0,0
2023-11,일산선,1953,대곡,122,6,1724,424,4413,2428,12066,3002,11281,4166,5638,2593,3820,2099,3470,2214,3500,2563,3617,2612,3285,2452,4250,3140,5797,4153,7399,4892,6503,8481,3352,6390,1922,3284,1888,3125,1201,3092,726,2664,57,1058,0,0,0,0,0,0
2023-11,일산선,1954,백석,49,1,4872,2500,11321,6843,23696,13253,24646,28800,17712,15873,15839,13567,16123,13527,16564,14165,16070,16576,16774,15974,19516,16738,19954,18969,24230,22994,24522,28021,13280,24553,11052,14605,10697,11644,6835,10903,2744,7047,408,1711,0,0,0,0,0,0
2023-11,일산선,1955,마두,28,0,3522,1663,10985,4663,17623,8934,18306,22700,14033,15716,13526,11509,13657,11400,13598,10128,13068,13491,13525,12976,15440,13339,16811,14161,17922,16843,17273,19585,7320,16877,5641,10446,5362,8944,4018,8402,1096,5274,140,1289,0,0,0,0,0,0
2023-11,일산선,1956,정발산,42,1,2415,754,5728,3228,9186,6058,10596,21684,8103,20493,8278,15603,10517,13937,11328,12771,13037,15474,14739,13924,17132,12488,18000,14371,21936,16716,24948,18730,12383,14909,12706,7822,9781,6276,7115,5257,2299,3587,309,1031,1,0,0,0,0,0
2023-11,일산선,1957,주엽,177,0,6489,1252,19520,3270,28532,7410,28776,16354,21465,13639,19050,12189,18743,12084,17501,13627,16053,17143,15795,16194,17097,19613,16887,19776,16035,25499,15134,27491,7798,27610,7306,16837,5474,13857,4352,11764,1155,8141,138,2650,0,7,0,0,0,0
2023-11,일산선,1958,대화,178,2,8693,1361,30494,5067,67097,13568,48090,20561,30097,16251,22719,13477,20364,12483,18990,14808,18188,16009,18009,15371,19697,17691,22020,17407,24104,25078,22447,30723,10569,30844,8004,20670,6357,17310,4510,15241,1378,9840,163,4120,7,22,0,0,0,0
2023-11,중앙선,1015,회기,1076,10,11656,4289,21867,13437,59682,33592,80823,65873,52334,47534,40180,43428,44298,37048,47405,39231,46827,44382,46880,38602,55490,39056,66508,46399,79045,60727,59465,87104,34710,63934,32127,40885,34371,41184,30596,46150,14779,29258,609,4767,0,0,0,0,0,0
2023-11,중앙선,1201,중랑,142,6,6209,576,10303,1974,24196,3400,21313,6368,16046,5591,9476,4848,8768,4862,9007,5715,8845,6916,7423,6923,6966,9783,7319,12573,7357,16207,7094,21505,4689,17441,3280,11514,2738,8506,2065,8624,868,4891,46,352,0,0,0,0,0,0
2023-11,중앙선,1202,상봉(시외버스터미널),556,11,6234,913,9074,2350,23469,5030,25272,8070,14133,6531,9262,5122,7770,6272,9854,6823,7827,7318,8108,7635,7771,9720,7817,11404,9147,14919,9349,24594,6458,20406,4862,11490,4253,9368,3065,9286,1319,5649,100,1068,0,0,0,0,0,0
2023-11,중앙선,1203,망우,405,24,8334,925,12665,3178,32511,5472,26092,14427,16758,10259,12701,9700,11669,9424,12939,9937,12512,11542,11661,11897,11810,13132,13565,17600,13681,20486,13016,29085,8134,20753,5583,13555,4877,9223,3327,9634,1441,6240,23,748,0,0,0,0,0,0
2023-11,중앙선,1204,양원,61,1,2992,331,4786,1515,14232,7098,11393,7674,7147,2670,4972,2743,4102,2745,4577,2695,4373,3755,3576,3084,5351,4322,7591,5608,5511,6878,3801,10566,2461,9995,1521,5524,1269,3844,1022,4157,309,2676,2,207,0,0,0,0,0,0
2023-11,중앙선,1205,구리,1101,10,10308,2110,22380,7439,63883,8839,52577,19605,29225,16460,20325,13747,19315,12538,19722,14384,17905,17529,16934,17274,18049,22124,20902,26816,21717,37142,20237,54965,12307,48000,10422,24785,7195,20734,6177,18842,1822,13565,44,2547,0,0,0,0,0,0
2023-11,중앙선,1206,도농,1089,8,9513,1040,24763,3690,65848,8863,47028,15965,29424,8465,19364,7282,17113,7834,15949,9793,13415,11316,11724,12238,11368,17070,15391,20864,19634,30614,14490,45016,6925,40191,5431,21248,4317,18344,3159,15444,1009,12572,30,2361,0,0,0,0,0,0
2023-11,중앙선,1207,양정,90,0,294,74,759,745,1760,1539,1524,1952,927,1205,746,867,787,609,827,796,939,647,1185,643,1135,698,1628,774,2245,1010,1851,1099,569,728,318,422,331,506,105,364,53,266,4,91,0,0,0,0,0,0
2023-11,중앙선,1208,덕소,1468,2,3277,976,10503,1814,26077,3476,20222,7462,13094,5585,11339,4694,9143,4883,8606,6110,8472,7368,7333,6928,7340,9657,8046,11856,8131,16452,6610,18880,4249,18486,3024,8986,2570,9529,2007,8515,849,6294,8,1760,0,0,0,0,0,0
2023-11,중앙선,1209,도심,1,0,1779,516,5655,1775,13965,1841,8728,6191,6269,2035,4321,1520,3530,1558,3669,1868,3041,2132,2739,1777,2691,3622,4306,2618,3828,5832,3297,5974,1293,5986,954,3436,836,2905,665,3423,230,1911,0,1,0,0,0,0,0,0
2023-11,중앙선,1210,팔당,15,0,235,65,543,683,1436,1562,1442,2983,1241,3011,1051,2565,1051,2076,1040,1915,1245,1352,1520,1419,2129,1515,2553,1415,2886,1563,2688,1655,1665,880,1338,595,989,425,669,449,168,193,0,0,0,0,0,0,0,0
2023-11,중앙선,1211,운길산,1,1,284,98,615,365,1547,601,1813,960,988,2025,900,2451,900,1949,1047,1799,1280,1173,1872,1187,2705,1117,2416,1091,2113,1095,1095,1176,568,1285,316,583,216,606,111,536,25,372,1,16,0,0,0,0,0,0
2023-11,중앙선,1212,양수,24,0,904,183,2133,1027,6188,2028,4604,3405,4819,3987,2851,3510,3381,2962,3361,3186,3511,2946,3469,3094,4818,3003,5087,3784,4029,4725,3177,3985,1198,4229,1132,3453,696,2508,489,2327,203,1282,3,378,0,0,0,0,0,0
2023-11,중앙선,1213,신원,0,0,168,1,220,142,426,495,340,398,428,439,286,461,355,356,338,321,388,335,468,246,539,287,631,279,483,360,648,295,102,230,83,192,35,198,29,114,14,61,0,15,0,0,0,0,0,0
2023-11,중앙선,1214,국수,0,0,661,20,1165,234,2287,532,2072,1809,1994,1086,1434,1028,1142,1218,1379,1132,1315,1137,1228,983,1931,1616,1939,1534,1207,1768,867,1750,336,1399,232,1340,221,1341,119,855,35,552,3,124,0,0,0,0,0,0
2023-11,중앙선,1215,아신,8,4,613,49,958,318,2027,533,1590,1132,1371,957,1444,1128,1201,1383,999,1027,1028,853,1037,927,1331,1134,1633,1261,1226,1949,835,1404,690,1021,352,1035,355,1243,293,714,102,764,8,141,5,3,0,0,0,0
2023-11,중앙선,1216,오빈,3,0,176,23,555,299,805,294,946,687,807,427,836,479,568,415,525,439,524,333,455,425,471,595,637,660,764,1112,435,766,187,460,120,481,81,562,58,319,6,237,1,58,0,0,0,0,0,0
2023-11,중앙선,1217,양평,71,1,2083,105,3993,2029,9114,3767,6937,8187,5455,4468,6661,5006,5527,6273,5982,7023,6177,4066,6712,5759,6437,6140,7827,6155,7304,9211,5800,7868,3175,5436,2692,6226,2336,3702,1638,3143,210,3790,74,921,0,0,0,0,0,0
2023-11,중앙선,1218,원덕,62,0,330,9,639,67,909,360,1129,618,927,437,957,735,650,732,653,800,690,429,779,649,750,769,922,740,647,1089,445,871,232,644,90,517,57,515,20,337,3,289,1,91,0,0,0,0,0,0
2023-11,중앙선,1219,용문,469,2,1000,11,2486,488,3734,2536,5185,3285,3349,2608,3889,3531,3337,9239,4044,6587,5490,5018,6771,4854,8520,2836,6891,5161,5251,5165,2936,3731,1602,3054,731,3346,666,1858,272,1539,0,1464,2,750,0,0,0,0,0,0
2023-11,중앙선,1220,지평,0,0,0,0,2,0,254,157,269,238,6,2,445,442,0,0,0,0,50,82,460,338,2,1,6,7,153,154,26,191,123,266,0,1,18,138,7,74,0,0,0,0,0,0,0,0,0,0
2023-11,장항선,1401,봉명,17,0,1426,438,1838,810,2562,3730,2900,4071,2380,3506,2874,2600,2824,1723,2478,1951,2093,2300,2450,2163,2941,2093,3043,1746,3446,2784,1777,2566,1099,1729,952,1280,732,1028,652,1077,629,779,1,174,0,0,0,0,0,0
2023-11,장항선,1402,쌍용(나사렛대),75,0,2798,311,4386,679,7534,1843,9019,7961,4762,5317,4910,3991,4461,3804,4460,6782,4978,4128,4694,3138,6842,4247,6129,5256,6109,7399,5588,7446,3084,6004,2370,4030,1702,3411,1573,3427,1043,2785,25,684,0,0,0,0,0,0
2023-11,장항선,1403,아산,60,0,1117,1395,2732,3998,7317,6816,9156,10826,5647,7852,5547,8409,6859,6782,7420,7278,8052,7827,8417,5648,11445,6683,10552,7593,10565,10248,13032,10138,10326,7223,6329,5484,6836,3485,6332,2990,3538,1657,65,488,0,0,0,0,0,0
2023-11,장항선,1404,탕정,39,0,887,150,2054,747,4527,1857,4092,2836,2659,1541,2458,1683,2258,1989,2387,2071,2224,2329,2689,1857,3316,1840,2844,3451,3486,4012,3377,4256,2157,3335,1434,2548,1551,2113,1608,1779,788,1503,25,253,0,0,0,0,0,0
2023-11,장항선,1405,배방,45,1,1388,223,1879,837,3773,1458,3562,1966,2598,1440,2236,1115,2053,1642,2001,1504,2173,1846,2064,1592,2084,1831,2048,3092,2377,3988,2632,4318,1617,3278,1103,2057,1101,1996,934,1652,746,1312,38,207,0,0,0,0,0,0
2023-11,장항선,1407,온양온천,686,1,1927,565,4853,2497,10458,6269,11057,9300,9761,8758,9442,11136,9604,14667,10982,11063,13180,11612,13215,7760,12214,8802,11493,10446,8491,10755,9996,11837,4345,8101,3055,6268,2854,5720,1764,3850,1209,2931,26,877,0,0,0,0,0,0
2023-11,장항선,1408,신창(순천향대),267,0,659,162,1308,632,2590,3143,2114,10895,2223,6449,3188,8825,3837,5076,3958,4184,5877,4653,7206,3146,5726,2369,10612,3179,8428,2128,9466,4032,3068,3164,2307,2506,3162,3570,826,2980,952,2213,3,690,0,0,0,0,0,0
2023-11,경의선,1252,신촌,0,0,340,10,352,1347,704,4826,650,6444,909,5742,740,2167,749,1493,1382,1885,1065,2455,1226,1236,1758,938,2470,1108,4991,1766,4386,2289,2695,1367,1237,755,1692,466,1282,166,549,442,2,66,0,0,0,0,0,0
2023-11,경의선,1261,효창공원앞,3,1,720,178,2040,2312,5357,6967,8861,19851,6017,10374,3606,5513,3485,4072,4059,3765,4524,4183,4239,3960,5263,4393,6950,4717,9423,6389,16026,9084,5720,6723,4145,4179,3542,4268,2811,3815,1071,2590,40,311,0,0,0,0,0,0
2023-11,경의선,1263,서강대,1,0,506,79,1633,1236,3158,3039,4360,10132,3082,6654,2511,5721,3094,4287,3513,3532,3532,4396,3787,3563,4334,3424,6452,4197,7307,4424,7267,4904,4250,3792,3881,2242,4100,2384,3745,1995,1321,1219,17,168,0,0,0,0,0,0
2023-11,경의선,1265,가좌,8,2,3427,287,8753,2432,25337,4363,29979,10840,13794,9093,9561,7249,8888,6496,9722,5834,7991,9227,7813,7906,8749,10348,9847,11591,9829,16329,9666,22530,5586,17818,4066,10093,3611,6991,3047,7310,1156,5170,19,567,0,0,0,0,0,0
2023-11,경의선,1267,수색,6,1,1560,348,4256,2833,9339,6144,10902,18440,6394,9555,4021,4106,3875,3151,3989,3209,3755,4079,3727,3170,4135,4162,5468,5043,9787,7517,14250,8554,6031,6748,3323,4488,2387,3067,1756,3711,763,2483,8,392,0,0,0,0,0,0
2023-11,경의선,1268,화전,2,0,724,450,1907,1493,4623,2781,5565,10022,3834,10007,3392,11014,4796,3863,4740,4744,4773,6963,7308,5104,7627,3260,12417,3464,10107,3828,7544,4615,3658,3786,2693,2454,2439,2566,1966,2704,1282,2158,119,707,0,0,0,0,0,0
2023-11,경의선,1269,강매,1,0,2203,231,7338,1065,20344,1214,19359,4082,9473,1410,6136,1287,4597,1855,4369,1810,3681,2529,2943,2983,2920,4049,3276,5578,3411,7944,3967,13325,1321,11883,799,7347,750,5939,521,5572,257,3394,4,1214,0,0,0,0,0,0
2023-11,경의선,1270,행신,0,0,4022,1541,14756,5302,41976,6278,36875,10780,17649,8108,13046,6148,12480,7892,11295,7924,9402,10167,8333,8984,8186,10929,12061,16781,14996,21881,10313,41471,6640,29777,7435,15130,7228,13832,6023,12011,2965,7087,87,2673,0,0,0,0,0,0
2023-11,경의선,1271,능곡,74,1,4593,847,10173,2206,23446,3026,21916,7516,12638,4633,8622,4061,7481,4103,7124,4902,6867,5078,5889,5580,6015,7016,7385,9451,7942,12102,6974,19241,3654,14342,2593,8917,2153,8492,1446,7705,670,4874,35,2700,0,0,0,0,0,0
2023-11,경의선,1272,곡산,15,0,471,111,1082,775,1908,1840,1696,3055,1186,1128,947,906,868,814,801,831,749,854,1103,793,1098,862,1339,998,2123,1333,2359,1826,595,1266,408,854,381,708,226,623,87,517,3,58,0,0,0,0,0,0
2023-11,경의선,1273,백마,219,0,5350,717,17081,5057,38246,6096,30338,11926,16135,6484,12197,5416,10785,4623,11077,6349,9721,7651,8172,8178,9131,9817,11903,12311,11884,17528,11780,29909,4997,27564,3753,14815,3350,14547,2915,12162,893,9967,99,1055,0,0,0,0,0,0
2023-11,경의선,1274,풍산,326,1,4237,346,11238,3136,25497,4970,22703,8613,14643,6505,10326,5362,9791,6427,9060,6973,8863,7611,8467,6689,9124,8700,10161,11241,10801,15542,9417,21291,4840,18615,4047,12048,4584,11223,2772,8901,799,6869,77,1308,0,0,0,0,0,0
2023-11,경의선,1275,일산,958,3,8489,836,26277,3342,56217,8120,41497,18741,24345,9266,18020,7878,16916,9292,16890,10620,14714,12250,13576,13931,15175,16010,17647,18638,16413,28663,13925,42793,7256,40463,5538,20182,4520,21105,4125,18216,1347,10734,112,4138,0,0,0,0,0,0
2023-11,경의선,1276,탄현,28,0,6522,489,22201,2985,40619,6561,32284,10613,17872,6638,13184,4716,12052,5496,11399,6339,9963,7250,8962,9004,10047,10569,11342,13666,11562,22166,12441,31173,5972,32591,4578,16829,4132,15711,3074,12545,1174,7975,188,2423,0,0,0,0,0,0
2023-11,경의선,1277,야당,45,1,6107,417,18292,3383,35714,5422,34049,9843,17403,7849,13349,6270,11975,7964,11969,8798,11108,9910,10071,11627,10907,13962,11974,21144,13653,29583,12029,39404,9096,33873,10067,17096,10251,14761,9342,12163,4388,9592,760,2454,0,0,0,0,0,0
2023-11,경의선,1278,운정,41,0,4574,596,20598,7686,33285,8130,32036,12579,16717,6351,12276,5275,10658,5986,10507,6984,9617,6500,8456,8152,9668,10163,13064,15421,14387,19583,12434,27164,6211,23542,4554,13268,3432,12486,2595,10016,647,7011,78,1709,0,0,0,0,0,0
2023-11,경의선,1279,금릉,69,3,3255,245,12737,2709,21865,6205,17686,11766,10747,6404,9066,4459,9617,4187,7886,6004,7304,7116,6623,7430,8539,7719,9237,9830,10853,14702,11505,16650,5581,17188,4308,10034,3399,9033,2504,8320,601,5557,66,1650,0,0,0,0,0,0
2023-11,경의선,1280,금촌,76,0,3813,278,9696,3979,21440,10179,19628,17088,13216,8515,10710,7907,11223,7110,11362,9947,11267,9944,10620,9923,11038,10834,13191,13507,15032,17541,17334,18075,7556,17254,5930,11306,4341,9538,3258,8067,796,5717,126,1686,0,0,0,0,0,0
2023-11,경의선,1282,월롱,58,0,477,32,866,2656,1934,9090,2386,12017,2168,4697,1772,2827,1956,1834,3147,2541,3693,2043,2656,1550,5704,1968,7791,2417,10565,2622,11768,2568,4101,2467,3669,2663,2883,2566,954,2381,127,1823,10,653,0,0,0,0,0,0
2023-11,경의선,1283,파주,82,0,971,12,1429,780,3120,2252,3161,6485,2237,3392,1718,2127,2083,1343,2843,1595,2029,1565,2050,1015,3306,1365,4686,1553,6250,1620,4358,2066,1471,2099,1126,1566,926,1256,285,1160,33,846,6,376,0,0,0,0,0,0
2023-11,경의선,1284,문산,1116,5,2991,8,8187,2341,16728,7586,16403,15815,11504,6223,8593,7992,8850,8649,9795,9131,10434,8933,10268,7748,10915,9394,11604,9907,14357,11965,12697,14185,5288,13545,4060,10154,3164,7231,1977,6824,139,5186,1,2432,0,0,0,0,0,0
2023-11,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,9,185,24,416,7,7,130,2,4,4,5,5,113,64,49,14,369,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,5,13,66,60,2,2,23,2,1,1,0,0,4,4,15,2,127,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,경의선,1291,서울역,0,0,733,9,1143,9419,3324,27985,3509,43443,2476,24361,1866,7806,2262,5863,3445,5500,4029,7153,4029,3315,7179,3500,10499,3866,20807,5241,36387,6984,13363,3210,7129,1803,7003,2367,990,213,2496,1027,3,115,0,0,0,0,0,0
2023-11,경의선,1292,공덕,25,0,736,137,2126,1998,4899,7376,6136,22262,5552,9285,5571,4084,5719,3905,5368,3771,5612,3744,5809,3654,6167,3992,7519,4853,12284,6881,18812,7461,8313,5074,7096,3311,7155,3684,6212,3013,2769,1919,202,305,0,0,0,0,0,0
2023-11,경의선,1293,홍대입구,5,1,363,144,882,705,1525,1923,1810,7625,1476,7066,1415,4923,1527,4388,2043,4516,2499,5703,3142,5139,3578,5022,4639,5724,6450,6219,6992,7156,5308,4946,5213,2665,6065,2202,5883,1957,2745,1364,40,197,0,0,0,0,0,0
2023-11,경의선,1294,디지털미디어시티,7,0,1335,325,3566,1603,11065,1830,12360,4824,6632,3936,4674,2498,4080,2432,4205,2696,3824,3303,3661,2762,3904,3766,5015,4648,5825,7733,5591,11695,3169,8518,2303,4890,1829,3978,1634,4297,885,2638,42,416,0,0,0,0,0,0
2023-11,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,경의선,1296,계양,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11,경춘선,1311,신내,30,0,1029,534,3269,2522,8692,5617,7829,9089,3776,2625,3115,1866,2811,1762,2779,1840,2880,2742,2642,2232,3365,3744,4480,3218,4981,4924,6587,5741,2768,4724,1523,2323,1337,2024,979,1866,514,1625,80,661,0,0,0,0,0,0
2023-11,경춘선,1312,갈매,4,0,2266,382,4641,1156,18886,2586,11958,6030,7658,2557,4594,3075,3300,2036,4376,2349,3467,3238,3436,2510,3369,4149,4260,5008,4649,6953,4809,11748,2303,9059,1876,4862,2377,3827,1439,3077,686,2096,13,700,0,0,0,0,0,0
2023-11,경춘선,1313,별내,33,0,1507,1048,3899,3087,14180,5219,10767,8173,6758,4584,4585,3449,4026,3065,4303,3136,4000,4026,4141,3132,5128,4168,7025,5531,6545,8095,6731,10292,3351,9431,2549,4938,2197,3145,1840,3459,977,1761,41,489,0,0,0,0,0,0
2023-11,경춘선,1314,퇴계원,17,0,3315,534,6272,1919,20901,4160,13793,5886,9407,2694,6126,3312,5498,2602,6323,3110,5395,3459,3773,4124,4238,4364,4101,6584,5115,10867,6195,11704,2495,13069,1991,6172,1451,4476,1132,5752,468,2815,34,882,0,0,0,0,0,0
2023-11,경춘선,1315,사릉,25,1,1964,778,4028,1365,10864,5502,8721,5021,5297,2448,3719,1997,3155,1984,3085,2102,3134,1653,2321,2899,2985,2563,3211,3830,4594,5887,5356,7423,1811,8653,1206,3522,936,2824,661,2727,277,1822,12,466,0,0,0,0,0,0
2023-11,경춘선,1316,금곡,21,1,1632,330,2414,1289,4945,2171,4679,5731,3350,2128,2424,1701,2736,1294,2519,2033,2343,1578,2003,2424,2372,2290,2895,2685,3555,3584,3600,4133,1226,3756,843,1583,598,1841,432,1463,172,1061,10,230,0,0,0,0,0,0
2023-11,경춘선,1317,평내호평,726,13,6106,712,14712,1803,30647,4784,23684,11296,13393,6865,10821,5180,9651,5298,9577,7337,8441,7233,7510,9392,7881,9215,8504,11487,8810,21401,8556,22139,4841,24150,4323,10765,3972,8411,3670,7559,1453,5419,45,2267,0,0,0,0,0,0
2023-11,경춘선,1318,천마산,10,0,1216,156,3363,702,8145,1607,6358,2155,4818,1420,3466,1168,2638,1655,2736,1843,2210,1904,2243,2379,1840,3224,2142,3036,1874,4424,2041,5244,780,4575,556,2978,463,2363,278,1787,138,1071,10,299,0,0,0,0,0,0
2023-11,경춘선,1319,마석,19,0,1582,417,8815,2802,15436,5930,13818,7269,9975,5277,7340,3702,6333,4685,6864,4340,5602,6319,5411,5528,6114,7067,6903,7051,6918,10412,7164,10465,3257,13572,2474,6579,1853,5125,1410,4469,720,2034,40,921,0,0,0,0,0,0
2023-11,경춘선,1320,대성리,0,0,1255,76,2403,386,1487,1262,1620,1267,1481,704,2042,1201,2035,956,1130,984,1019,1645,1109,2991,1218,2442,1839,2470,1658,2198,1091,1540,407,1101,284,720,209,412,144,330,85,306,5,14,0,0,0,0,0,0
2023-11,경춘선,1321,청평,8,0,1021,144,2140,858,4414,1649,5757,4378,3706,3054,3550,3140,3928,2375,3278,3183,3162,2498,3246,3349,3888,3628,3853,3817,4579,5388,3314,4366,1492,3446,1026,2598,783,1579,497,1355,147,1240,12,292,0,0,0,0,0,0
2023-11,경춘선,1322,상천,0,0,209,26,248,163,543,269,709,684,465,739,472,846,624,775,601,605,777,378,1040,450,946,545,856,621,749,566,339,343,122,453,110,214,61,266,27,133,10,121,3,47,0,0,0,0,0,0
