사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2023-11,8호선,2814,몽촌토성(평화의문),1,0,1587,2678,4475,7943,12872,10435,20826,28338,12919,14522,8408,9805,8319,8961,8596,8356,9168,8774,9866,8097,11228,8776,16372,10756,18627,13856,23169,18315,9841,14338,7668,7711,8174,8030,5614,6823,2648,3844,527,1319,0,0,0,0,0,0
2023-11,8호선,2815,잠실(송파구청),14,1,1313,2863,4635,11523,9695,32671,13554,84363,10780,49830,10237,34426,13737,35045,16822,33063,20622,34529,25732,32159,33970,31824,40045,34858,52157,42547,72918,47782,42695,23285,40803,13538,39007,9885,28463,7160,9104,4029,1578,1548,0,84,0,0,0,0
2023-11,8호선,2816,석촌,1,0,2691,889,6148,4384,17239,8367,26291,21633,14483,20183,10501,13381,10528,12723,11873,13610,12208,15384,11685,14870,12996,15403,14915,17066,18139,23577,19670,31841,11597,19957,10321,12559,10850,9931,8554,9149,3525,5705,551,2217,0,81,0,0,0,0
2023-11,8호선,2817,송파,21,0,3281,724,9733,7427,31643,10703,39945,21158,23167,11088,16659,9025,15022,8455,16090,10488,14568,12515,12293,13194,14438,15788,16991,18330,16749,24076,18205,33103,10063,25934,6764,14650,5370,14040,4471,12688,1720,6630,248,1997,0,204,0,0,0,0
2023-11,8호선,2818,가락시장,159,3,3392,2506,5672,7035,11117,14807,14348,40172,11242,17472,10215,12355,10902,12006,11012,12336,12581,12824,14130,12819,15922,13030,15905,15712,21538,18777,28442,24263,12844,16002,12018,9661,12194,8861,10060,7132,4271,3942,1065,2160,0,508,0,0,0,0
2023-11,8호선,2819,문정,4,2,2531,3624,7973,14466,24719,55011,35701,176565,21179,83382,17151,29720,18309,19770,21042,18764,23647,22193,26957,19506,29560,20511,36150,22321,91311,26021,129993,39407,43458,27610,29096,15488,24184,14288,16560,12535,6657,7005,1185,1912,0,0,0,0,0,0
2023-11,8호선,2820,장지,5,0,5812,2829,18714,12227,50356,27357,60619,48063,34710,30231,23176,20078,19629,20626,20690,20689,22433,20694,21991,21878,27322,25624,32659,28478,46703,35855,49800,52561,25241,35761,22964,21469,16655,17794,9441,17063,3135,9154,517,2420,0,1,0,0,0,0
2023-11,8호선,2821,복정,39,1,3802,2145,10960,8552,29197,11088,39653,18595,23536,13848,14048,9452,10991,7213,13154,8945,12119,8816,11132,8555,12829,10907,18075,14476,23129,21986,24577,30764,13328,21553,8406,13709,7084,11877,5830,11342,2324,4830,533,1149,1,0,0,0,0,0
2023-11,8호선,2822,산성,20,0,4605,513,9459,2162,25211,3066,29890,8749,15057,6297,9342,5738,7936,4992,8035,5521,7866,6331,7384,6780,8184,8470,8717,10992,8734,14561,6732,24424,3437,19677,2473,11992,2112,10813,1352,10104,629,5413,113,2165,1,12,0,0,0,0
2023-11,8호선,2823,남한산성입구(성남법원.검찰청),112,8,11860,1550,22069,5067,55442,11371,70501,29929,34690,29152,21395,15916,19474,11152,22091,13644,18835,15967,17352,14167,21222,18089,26564,23319,27618,29866,22805,47864,10471,37602,7559,23636,5762,21616,4050,20132,1360,11102,250,4219,0,2,0,0,0,0
2023-11,8호선,2824,단대오거리,45,0,10091,1529,19789,5912,50538,11344,58446,23275,29447,12590,18245,9348,15923,9509,17613,10774,15909,12277,13855,13566,15305,18172,18842,23281,21852,30454,23236,49605,10515,37630,7534,21925,5808,19777,3997,18876,1581,11121,390,3535,0,68,0,0,0,0
2023-11,8호선,2825,신흥,2,0,3811,404,7208,2038,18030,3595,23379,6896,12140,4556,7962,4771,7046,5378,6961,7170,6852,8834,6866,8325,7998,9793,9488,11816,9399,14109,8265,21125,4632,16379,3967,10242,2917,8693,2013,7639,868,4637,199,1302,0,212,0,0,0,0
2023-11,8호선,2826,수진,20,0,4556,596,6930,3295,15816,5355,23370,11934,13164,6649,8816,6083,8392,6473,9196,6226,8626,7503,7775,7410,9002,8387,12339,9978,9679,11724,7982,16961,4910,12642,3861,8425,3702,7747,2544,6641,860,4295,260,1262,0,236,0,0,0,0
2023-11,8호선,2827,모란,13,0,2709,541,2902,3255,9156,5109,11287,10665,7362,6142,6028,6197,7206,6601,8670,6932,9680,6867,9526,6540,10625,7152,13740,7758,11649,8427,11362,10706,6732,6185,4648,3996,4453,3922,3671,3271,2319,2139,655,1439,0,376,0,0,0,0
2023-11,8호선,2828,남위례,6,1,1646,928,6391,3213,21971,8223,27603,26535,14737,11714,10171,7094,8398,6240,8790,6914,9157,9048,8807,8337,10352,9814,13451,12432,17287,16690,19100,26200,8119,19483,6803,10472,6474,9718,5234,9007,2128,5787,659,1707,0,0,0,0,0,0
2023-11,9호선,4101,개화,3,0,2207,178,8102,2729,17849,3549,11484,5442,4573,3116,2631,1939,2353,2234,2368,2047,2309,2213,2848,2189,2983,2198,4395,2804,6133,3376,5968,6838,2526,6646,1627,2939,1646,2286,587,1699,358,1228,101,498,0,54,1,1,0,0
2023-11,9호선,4102,김포공항,7,0,835,2518,2899,15288,10639,17658,11918,19250,6938,18311,8125,21779,10671,20950,10686,22314,12317,22653,15660,23920,18276,20378,15572,24295,17636,30553,21352,26374,16709,16814,13716,6064,11914,3805,10809,2909,4445,1952,159,1299,1,33,0,0,0,0
2023-11,9호선,4103,공항시장,6,0,3547,177,4837,1307,9849,2254,12376,4192,6507,3641,4988,3062,4624,3409,4946,4226,4569,3799,4407,4404,4282,5303,4719,6368,4843,8407,4474,11783,2751,9424,2445,6166,1923,6147,1583,5645,811,4066,152,1318,1,4,0,0,0,0
2023-11,9호선,4104,신방화,3,0,5296,596,12680,2593,30018,5253,30491,12532,16002,7522,11408,5925,10559,6816,10906,7326,10276,8037,9319,9978,9384,10415,10733,14417,10296,17521,10501,25944,6192,22157,4507,13797,3664,11404,2539,11072,1186,6986,232,2485,0,0,0,0,0,0
2023-11,9호선,4105,마곡나루(서울식물원),15,0,5041,1569,11147,13564,32236,22562,32985,60156,17674,25294,12388,14424,13098,12474,15648,12763,15827,15139,16083,13539,18068,15586,25071,17866,45052,25294,50797,41343,23129,31873,19048,17473,17499,16467,14824,15647,7084,10073,1076,3934,0,135,0,0,0,0
2023-11,9호선,4106,양천향교,4,0,4822,1276,11548,10729,32521,13287,34747,42776,17454,17504,12217,11453,12623,8152,14523,9612,13112,11271,12861,10281,13933,12352,19132,12977,25705,18849,34812,31214,12459,27090,7816,15764,6965,15241,4918,15266,2412,9559,486,3436,1,5,0,0,0,0
2023-11,9호선,4107,가양,103,0,16416,1811,29781,8977,82908,31480,85143,55679,48323,32577,34429,21205,31683,19702,34229,24240,31574,25876,29245,27734,31023,32713,36722,37351,47234,51899,52683,74682,23845,67298,18318,40415,14334,34060,10740,31325,4132,20119,583,6022,0,175,0,0,0,0
2023-11,9호선,4108,증미,0,0,2842,497,8375,2565,24993,11843,27627,47975,13507,18517,9487,6721,8638,6053,8794,6348,8881,6288,7922,7761,8149,7705,9680,9750,23770,14080,38706,20969,10418,17042,6110,9338,4565,8634,2625,7673,1083,5203,176,1612,0,2,0,0,0,0
2023-11,9호선,4109,등촌,15,0,6510,781,16649,3405,50575,8772,60668,18956,28211,13488,18811,10579,17783,11421,17750,12336,16929,14336,15584,14285,15048,18182,16693,22913,18353,30129,19657,48349,9752,37888,7426,20717,6133,19619,4818,15614,2290,10200,414,3437,0,0,0,0,0,0
2023-11,9호선,4110,염창,34,1,13086,750,29951,4916,84919,8668,92558,22496,50550,13488,30647,11122,25872,12258,25723,14058,23064,17275,19615,19439,19284,23526,21220,33182,24154,46788,25828,79185,14023,65130,11029,40057,9326,35425,7167,33495,3060,21289,563,6431,0,747,0,0,0,0
2023-11,9호선,4111,신목동,1,0,2680,362,6771,2038,22771,4163,22432,6066,10562,3332,7212,3295,6263,2985,6077,3813,5404,4997,4950,4537,4931,6036,6619,7019,7002,9716,5758,15981,2946,12844,1981,7719,1794,6917,1752,6269,672,3371,158,1358,0,26,0,0,0,0
2023-11,9호선,4112,선유도,0,0,2218,1276,6733,4227,23124,15149,30153,45383,14170,22395,10190,8612,9638,7898,10784,7988,10021,8083,9752,8910,10762,8900,13705,10196,28589,15190,40755,23538,13624,17559,8186,10094,6733,9836,4964,8802,2074,5511,333,1901,0,3,0,0,0,0
2023-11,9호선,4113,당산,92,2,9568,1603,19413,7629,57077,16809,66381,49454,40467,26058,28669,17114,26957,18472,29366,20223,27481,23087,25820,22538,26119,28585,29518,33761,40325,49904,52041,72299,25535,55505,21493,35710,20350,34047,17075,33144,8007,19718,1477,5642,0,206,0,0,0,0
2023-11,9호선,4114,국회의사당,6,0,1002,1947,2243,10435,4800,49622,7741,161849,7596,80859,9928,29909,13839,22346,17262,20193,21292,23516,25879,18291,28900,12719,39687,13653,83505,14046,110951,15270,41014,9051,25518,5388,25393,4533,17233,4051,5235,2637,1042,890,0,0,0,0,0,0
2023-11,9호선,4115,여의도,16,0,2964,2728,4478,26898,9351,145207,11595,181549,12490,90700,17792,43106,25482,38900,26574,39355,33156,39815,39211,34314,50681,31649,70666,30764,172627,35089,164492,34994,80872,19023,66704,9605,49696,8577,28152,7956,9535,4513,1353,2100,0,274,0,0,0,0
2023-11,9호선,4116,샛강,10,0,1099,1072,2514,4207,5144,17882,7023,39579,5473,16858,5409,9811,6612,8085,7458,8138,8314,8272,9288,6690,10500,7830,13328,8050,23754,11218,33134,14271,13103,8820,11353,4355,10592,3886,8113,3392,3652,1963,730,839,0,8,0,0,0,0
2023-11,9호선,4117,노량진,534,5,17947,1836,26265,12798,69080,34153,97037,60829,55064,39249,34501,25981,31344,29753,35507,33472,40481,35800,34406,34919,35628,35854,41524,47113,50776,66982,53380,102545,32791,64816,34801,43182,41602,40183,42651,38819,15415,23343,1507,5963,0,0,0,0,0,0
2023-11,9호선,4118,노들,0,0,4049,213,6179,1369,19176,2484,24147,4270,13532,3822,9131,3531,7399,3775,7527,4416,7107,4669,5982,5999,5549,6526,6579,8734,7006,11703,6661,15963,3772,12034,2828,7736,2255,6983,1842,6975,712,4161,190,1124,0,2,0,0,0,0
2023-11,9호선,4119,흑석(중앙대입구),23,0,3610,942,6813,5092,20381,12364,25034,30701,17003,19075,13567,18863,13736,16105,19206,19007,16816,15608,16747,16444,20745,13645,28093,17687,30119,23058,22883,31403,12653,21214,11602,13383,11487,12294,9713,11522,4728,7361,992,2510,0,12,0,0,0,0
2023-11,9호선,4120,동작(현충원),12,0,1139,337,1594,1963,4635,2096,5423,3662,3422,2679,2774,2837,3129,2201,3396,2385,3255,2469,3024,2355,3313,2535,4278,2506,4035,3174,4029,4145,1993,2799,1556,1873,1454,1810,1179,1903,553,1339,86,674,1,305,0,0,0,0
2023-11,9호선,4121,구반포,0,0,213,191,518,2097,1390,2601,2033,4001,1229,3845,1071,1775,1692,1334,1394,1605,1440,1688,1685,1600,2125,1490,3172,1519,4232,2034,4279,2682,1836,1294,1304,791,1123,706,787,656,228,370,42,172,0,0,0,0,0,0
2023-11,9호선,4122,신반포,11,0,809,539,2512,7203,8095,9264,12034,11367,7399,7866,5427,5879,5357,4766,6061,4912,6585,5973,6104,6425,9014,5728,12358,7238,12634,8737,10647,10373,5878,7887,4294,4301,4020,3953,2377,3997,694,2501,128,678,0,1,0,0,0,0
2023-11,9호선,4123,고속터미널,17,0,2512,1272,6053,16049,18802,21726,26540,31432,22149,33783,19153,38588,20812,40663,24462,41751,27605,40539,31436,46679,34657,47362,37954,50336,39390,54640,39079,58005,33374,38873,30823,25182,22272,23071,17692,20804,6471,9932,874,1852,0,5,0,0,0,0
2023-11,9호선,4124,사평,1,0,1084,274,3163,1986,11690,5554,14930,9048,9529,4276,6798,3730,6123,3724,6646,4714,6092,6266,5493,5547,6571,7267,8647,7768,8733,9613,9288,13866,5231,8972,3229,6430,2421,5916,2089,5805,611,2686,171,949,1,2,0,0,0,0
2023-11,9호선,4125,신논현,74,0,4178,1433,12897,14890,32009,37791,44238,88638,35423,99831,28565,56618,32725,42096,38468,43704,41668,45519,45604,46778,51392,43796,63309,51798,85723,74060,108636,100472,78005,59280,59693,31536,65380,26891,57830,22775,29103,12756,4710,3823,2,455,1,1,0,0
2023-11,공항철도 1호선,4201,서울역,298,1,3205,1776,4086,15928,12466,23219,16531,33635,17477,29930,17316,22975,22636,23422,27379,23707,28151,22436,21485,18251,30900,21331,32288,21572,37362,24085,40105,24378,30134,21306,22625,13795,24144,12393,17532,10158,11250,5019,145,2725,0,0,0,0,0,0
2023-11,공항철도 1호선,4202,공덕,58,0,2124,146,2727,1819,6384,4229,7316,12521,4202,6229,3648,4119,3507,4437,3491,4684,3650,4959,3295,4415,3502,5013,4463,6480,7066,9698,10928,14100,4457,8702,3787,5703,3509,5591,3296,5558,1333,3986,80,1572,0,0,0,0,0,0
2023-11,공항철도 1호선,4203,홍대입구,235,10,5232,383,6060,3905,11249,10601,15087,27672,13385,30332,13698,24454,14523,25579,16054,29015,18345,31274,20778,27100,24798,27395,31306,29689,39589,34974,43837,43354,34587,28404,33082,15849,37792,12861,33255,11690,15335,8526,1193,2664,0,0,0,0,0,0
2023-11,공항철도 1호선,4204,디지털미디어시티,170,10,4090,1267,9399,9198,22611,32886,24260,94527,14278,45216,10144,17764,11270,13380,12382,13796,13619,14193,13741,11336,16710,11946,22453,13875,55719,21635,90127,30305,35572,20265,20547,11704,18778,10156,16774,9729,6781,6072,835,2854,0,6,0,0,0,0
2023-11,공항철도 1호선,4206,마곡나루(서울식물원),10,1,2610,1841,5463,20617,15207,33469,17435,72992,9802,33780,5980,11965,7711,7267,8478,7916,7821,11111,8024,8858,12864,6714,25522,8624,70168,13634,55808,20391,20283,13275,13053,7287,11200,6780,12536,7220,2497,4397,367,2527,0,0,0,0,0,0
2023-11,공항철도 1호선,4207,김포공항,25,0,1833,2058,3525,12025,6811,19785,14089,17403,13498,11296,17511,10493,21088,10322,17155,11268,19946,11150,24033,10182,23337,8678,18138,10461,21544,12850,29768,9847,19658,6628,17364,2618,19514,1608,17945,1426,9020,964,282,642,1,17,0,0,0,0
2023-11,공항철도 1호선,4208,계양,6,0,14440,927,38395,3878,78615,5068,60741,8359,39085,6915,23891,4913,19588,5917,18622,7001,15120,9848,12551,12231,12368,16121,14429,23236,14575,33115,11224,61673,6677,56613,4729,33524,3706,30244,2555,26874,1236,17215,179,5113,0,0,0,0,0,0
2023-11,공항철도 1호선,4209,검암,1120,2,8489,410,14768,2356,36354,8087,27391,15682,14050,6039,9962,3941,9712,3645,9274,4786,7960,5593,6874,6050,6943,7573,8719,11151,9637,16074,11940,28124,4792,26654,3833,15431,3123,13839,2329,13078,960,10467,170,4718,0,0,0,0,0,0
2023-11,공항철도 1호선,4210,청라국제도시,120,2,6799,208,18726,4413,34962,7997,24080,19553,13331,6426,9930,3597,10446,3886,9242,4435,8467,5662,7575,6712,8144,7510,10057,10662,16206,15780,19475,25280,6212,24696,4335,16272,3284,14210,2849,14873,1051,8997,216,3874,0,0,0,0,0,0
2023-11,공항철도 1호선,4211,운서,120,4,15351,634,20614,7782,31616,13289,28395,12874,14624,10485,14317,5917,16054,6576,15977,8346,12631,9290,10796,11876,11962,13718,14552,16848,17417,21677,13915,33634,7533,25777,7014,21956,6660,20051,5588,19742,2433,15086,296,4996,0,0,0,0,0,0
2023-11,공항철도 1호선,4212,공항화물청사,8,1,658,1142,1413,7421,1917,12379,2174,21657,1845,3481,804,1595,772,2516,1188,2871,1216,1440,2036,876,2931,856,5110,1342,11722,1795,16616,1084,3517,1250,2248,1696,2719,995,2863,423,802,192,25,70,0,0,0,0,0,0
2023-11,공항철도 1호선,4213,인천공항1터미널,0,0,7521,9186,11515,17952,14662,32723,17665,32869,15589,21960,13941,22817,15905,27458,20606,33704,22971,25139,25526,21878,34238,17925,28691,20716,29570,21562,33944,16652,22676,17140,20061,11077,24220,8963,24006,5916,11060,5590,80,3854,0,0,0,0,0,0
2023-11,공항철도 1호선,4215,인천공항2터미널,7,5,4383,5821,7057,12103,7992,19397,8726,17404,7355,10207,5625,9476,6107,12055,7806,14983,8708,11233,13501,9753,13849,9279,16992,9165,21086,10483,21015,5928,10873,3426,13190,2619,11602,2107,8477,1779,2429,1526,5,2039,0,0,0,0,0,0
2023-11,공항철도 1호선,4217,영종,13,1,3551,170,11222,1987,16983,2863,12882,3603,9336,2888,7919,2705,7527,3754,6840,3807,5738,3845,5060,5182,5262,7313,6189,8281,6412,9577,4262,15185,2793,14386,2233,8897,2094,8628,1346,7870,658,6727,138,2341,0,0,0,0,0,0
2023-11,9호선2~3단계,4126,언주,0,0,1320,1475,2863,12527,7438,24169,10718,71817,10351,56308,10377,24340,11802,14815,14341,13027,13859,15993,16188,13789,19955,12685,28124,13341,46840,13961,66022,16789,32295,11612,17236,7071,13952,7075,9803,5741,3947,3913,716,1237,0,52,0,0,0,0
2023-11,9호선2~3단계,4127,선정릉,1,0,1075,1263,3977,7411,9038,20300,11585,63492,9365,49954,7512,22931,8545,13923,11257,13176,11710,15307,13634,11880,14458,11895,19253,11504,36654,14509,56753,16441,30673,11519,16164,7866,13547,7413,10113,6902,3843,4145,793,1519,0,3,0,0,0,0
2023-11,9호선2~3단계,4128,삼성중앙,1,0,1024,626,3270,4248,6473,19068,8775,46278,6872,38056,6260,13665,6666,9266,8598,8590,9331,8115,9630,8644,11313,7187,15621,9507,29301,11673,44624,14313,20268,9618,11794,5550,10279,4978,6856,4359,2656,2571,537,939,0,1,0,0,0,0
2023-11,9호선2~3단계,4129,봉은사,2,0,1817,2029,5433,14992,9621,44462,11910,127028,10415,96227,11121,53645,17225,43749,23678,41202,29981,42741,36409,35360,44510,31901,61269,30657,92292,32382,123462,31808,57777,18312,42544,10067,38666,8340,25565,6294,6639,3611,919,948,0,0,0,0,0,0
2023-11,9호선2~3단계,4130,종합운동장,0,0,1225,182,3798,1908,9890,6002,12937,13468,9460,10312,6637,5805,6551,5740,7156,6279,7263,7371,7310,6970,7249,6570,10094,9157,12744,13957,14582,19326,7564,12602,6302,6871,10322,6661,7295,5677,2831,3751,519,889,0,10,0,0,0,0
2023-11,9호선2~3단계,4131,삼전,17,0,4460,503,7935,2896,24486,4514,38873,12535,23815,8250,12760,5999,10648,6408,11021,7493,10585,8630,9209,8215,9048,10389,11002,13470,12357,19060,14733,29648,7491,23363,5993,14442,5520,13429,4089,12188,1710,8002,292,2671,0,324,0,0,0,0
2023-11,9호선2~3단계,4132,석촌고분,1,0,3264,520,7134,2506,19545,5505,32820,16068,20266,11496,11258,6718,10327,6525,10591,7665,10092,8283,8988,9197,9351,8845,10853,12670,12940,16780,17132,25907,7333,21401,6018,12471,5389,12349,4344,10572,1559,6889,236,2310,0,0,0,0,0,0
2023-11,9호선2~3단계,4133,석촌,0,0,3437,441,10221,2751,25124,5759,35337,13361,24973,12849,14238,9689,12455,8937,14153,10895,14770,11622,12922,11305,13573,12764,16016,14012,17612,21613,18937,34320,11387,25235,9934,15544,10442,14393,8635,13737,3716,7555,654,2384,0,5,0,0,0,0
2023-11,9호선2~3단계,4134,송파나루,1,0,1998,360,4954,1724,14287,4481,21374,12486,12874,7548,7817,6457,6240,6677,7305,8371,7950,7873,7443,7768,7668,9230,8183,10431,10351,15997,13689,26250,7298,17122,6963,9493,7533,7986,6013,7096,2509,3957,450,1621,0,0,0,0,0,0
2023-11,9호선2~3단계,4135,한성백제,0,0,1069,209,3348,1263,8345,2286,11849,7145,6768,4591,4540,3654,3985,3344,4417,3524,4666,3703,4509,3405,4800,3939,5526,4771,6365,6669,8061,8968,3084,7863,2864,3971,2655,3565,2085,3831,676,2381,128,899,0,1,0,0,0,0
2023-11,9호선2~3단계,4136,올림픽공원(한국체대),0,0,2279,715,7165,5920,17571,7158,22463,17164,15011,11576,9643,11044,9895,12455,11164,12722,10504,16547,11010,19304,14007,24139,16761,29848,19659,31258,17797,29159,14573,21219,18874,11914,28988,10867,20660,10718,6251,6345,253,1888,0,7,0,0,0,0
2023-11,9호선2~3단계,4137,둔촌오륜,1,0,389,275,1303,1933,3468,3618,3974,3013,2445,1513,1646,1165,1754,1191,1567,1070,1785,1070,1493,1213,2654,1256,4677,1811,2564,2531,1831,3642,794,2330,593,1780,918,1475,848,1311,345,784,72,331,0,36,0,0,0,0
2023-11,9호선2~3단계,4138,중앙보훈병원,6,1,4079,850,17745,10359,50427,14021,52563,21256,31654,14802,21102,14883,18997,10206,17777,11773,13712,14031,17261,14234,19421,12774,21799,14240,22856,21831,16463,38858,6614,27680,4731,19085,4372,16896,2991,15939,995,8580,160,2144,0,195,0,1,0,0
2023-11,우이신설선,4701,북한산우이,10,1,1836,529,3516,1459,9627,2538,10571,6533,6683,9550,4729,9175,5175,7819,6229,6363,7013,5370,8297,4870,9014,4746,8406,4875,6150,5122,4510,6775,2808,5470,1845,3419,1489,2980,862,2561,504,1569,172,828,0,36,0,0,0,0
2023-11,우이신설선,4702,솔밭공원,31,0,2136,219,4220,1072,11444,1415,11890,3379,7586,2774,5455,2480,4603,2883,4728,3487,4425,3993,3892,4194,4534,4901,4279,5504,3074,6089,2593,8103,1607,7650,1169,5281,942,4370,693,3492,347,2810,48,715,0,4,0,0,0,0
2023-11,우이신설선,4703,4.19민주묘지,3,0,1641,296,3427,979,8674,2198,10436,13212,6913,6401,5576,7568,5975,10959,7419,6442,7389,6461,7895,6658,8060,5415,11243,5990,12204,6720,6718,7722,3731,7609,3172,4436,2395,3898,1549,3279,652,2778,158,702,0,0,0,0,0,0
2023-11,우이신설선,4704,가오리,4,3,2983,335,6154,1418,17176,3136,19245,6681,12205,5129,8544,4877,8326,4971,8042,5762,7652,6436,6130,6702,6598,8391,6364,10601,5870,10812,4975,14647,3825,13448,2222,7862,1529,6831,1032,6004,600,3557,143,1150,0,0,0,0,0,0
2023-11,우이신설선,4705,화계,1,0,2011,553,4360,1494,12818,2471,15522,5760,9250,5032,6869,5018,6929,4753,7984,5514,6803,5471,5793,5184,5611,6412,5833,7031,4981,7814,4405,10714,2960,9667,1808,5879,1345,4906,1000,4460,489,2664,133,841,0,0,0,0,0,0
2023-11,우이신설선,4706,삼양,3,0,1262,403,2933,1086,6773,1639,8421,3569,5175,2658,4185,2817,3810,2734,4030,3125,3723,3689,3531,3579,3087,4896,3407,5260,3186,4902,2495,6325,1742,5882,1119,3533,774,2915,504,2522,258,1494,51,506,0,0,0,0,0,0
2023-11,우이신설선,4707,삼양사거리,2,1,1424,301,3144,1461,7837,2168,9841,4692,6617,3623,5066,3184,4806,3453,5140,4042,4978,4535,4183,4544,4207,5920,4176,6578,4203,6159,3613,7873,2696,6928,1852,3767,1339,3081,1006,2660,353,1603,155,489,0,0,0,0,0,0
2023-11,우이신설선,4708,솔샘,7,2,3329,319,11348,1600,31559,3564,32239,5295,18508,3448,11645,3598,9550,4120,9500,5516,9011,6267,6803,7154,6963,9745,7266,12827,6536,15052,4836,24919,3308,22434,2295,12223,1790,11340,1368,10622,543,5835,164,1969,0,0,0,0,0,0
2023-11,우이신설선,4709,북한산보국문,6,1,2537,422,7673,2226,21485,5669,24776,12269,17141,8711,12422,7839,11099,6382,10927,7114,11059,8091,9863,8172,10192,10083,13311,12829,14536,16528,13348,22279,6088,19586,4558,12389,3946,10549,3162,9953,1641,6655,598,1624,0,0,0,0,0,0
2023-11,우이신설선,4710,정릉,3,0,2241,547,5618,1957,14895,3549,18294,7849,14118,5224,9919,4588,9061,5010,9422,5837,9069,6552,8300,6933,8153,8634,8834,10908,9345,12117,8951,17215,4645,13438,3229,7948,2752,7312,2144,6207,1041,3331,295,1042,0,0,0,0,0,0
2023-11,우이신설선,4711,성신여대입구(돈암),2,0,653,541,1436,1268,3681,3935,7330,10411,5344,7327,4557,6502,5168,6883,5666,7013,6113,7567,6286,7452,6771,7804,7654,8756,8560,10550,9467,12918,6243,7994,6222,4575,6773,3748,6386,2944,2890,2006,698,618,0,1,0,0,0,0
2023-11,우이신설선,4712,보문,3,1,673,173,1053,1267,1945,3449,4293,5464,3394,3844,2660,2527,2652,2383,3065,2333,2982,2628,2929,2570,3226,2711,4447,2912,3936,3314,4152,3938,2489,2797,1939,1909,1408,1762,1137,1507,542,998,164,332,0,0,0,0,0,0
2023-11,우이신설선,4713,신설동,73,3,979,875,1053,2981,1658,6176,2936,12748,2049,8843,2256,4887,2975,3702,3377,3652,3707,4413,4314,2756,6265,2515,6984,2656,8733,2206,9884,2255,5059,1388,3487,1041,2763,980,2062,912,718,614,208,474,2,114,0,0,0,0
2023-11,신림선,4401,샛강,1,0,423,790,922,2628,1402,12111,2782,27867,2050,11034,1826,4288,2232,3182,2245,3375,2605,3309,3374,2877,4408,2628,4657,3318,11196,3525,19416,4542,6286,2365,4649,1465,4038,1130,3140,908,1358,547,393,338,2,50,0,0,0,0
2023-11,신림선,4402,대방,70,1,1677,327,2425,1182,6914,3027,11055,5194,6316,3386,4512,2568,4228,2531,4769,2741,4728,3408,4705,3114,4812,3428,5104,4291,6585,5100,5906,7901,3624,4876,3242,3454,2950,3420,2067,3036,822,2114,216,705,1,40,0,0,0,0
2023-11,신림선,4403,서울지방병무청,0,0,1209,404,3137,1283,9635,4323,14364,5948,7547,3067,6246,2791,5010,2895,4877,4301,4334,4696,4209,4711,5077,5837,5092,6774,4841,8072,4573,11578,2229,8696,1730,5477,1623,5066,1313,4757,393,2944,110,971,1,1,0,0,0,0
2023-11,신림선,4404,보라매,0,0,1547,328,3104,1463,9334,5615,13816,14829,8223,5025,5252,3533,4816,3637,5750,4010,5337,4288,5290,4052,6349,5041,8530,5763,8189,8175,12643,12648,4582,8868,4004,5196,3303,4815,2762,4214,1224,2691,307,985,1,4,0,0,0,0
2023-11,신림선,4405,보라매공원,0,0,437,454,1786,1344,5293,4283,7129,8557,4195,3789,3025,2454,3001,2375,3324,3062,3080,3630,3248,3578,3916,3526,4697,3910,4887,4395,6320,6835,1983,4630,1712,2807,1258,2544,1022,2272,280,1213,99,427,0,1,0,0,0,0
2023-11,신림선,4406,보라매병원,15,0,984,686,2245,4722,7450,18135,9072,51375,10001,22634,10132,12822,11181,8788,10527,9541,9907,11937,12400,11384,14817,8526,15386,8571,28206,8837,35443,11574,10456,8499,7806,4920,4979,4256,3749,3280,1259,1539,195,595,0,1,0,0,0,0
2023-11,신림선,4407,당곡,0,0,1914,226,4261,1165,13890,3624,19505,8383,12669,6059,7543,4736,6752,4700,7190,5162,7273,5736,6450,6060,6541,7672,7160,8794,8702,10726,9261,17404,4962,13207,4049,8099,2811,7263,2102,6408,910,3892,201,1351,1,1,0,0,0,0
2023-11,신림선,4408,신림,1,0,1100,286,1330,632,4400,1430,7084,2748,4274,2904,2690,2482,2422,2962,2618,3369,2672,3661,2600,3720,2686,4652,2726,4826,3022,6400,3347,10810,2244,6626,1757,3954,1560,3359,1324,2868,729,2061,278,815,0,3,0,0,0,0
